span1,span2,sentence,answer
sub-great bass recorder,xylophone,The sound of sub-great bass recorder is [MASK] than the sound of xylophone,lower
sub-great bass recorder,celesta,The sound of sub-great bass recorder is [MASK] than the sound of celesta,lower
sub-great bass recorder,vibraphone,The sound of sub-great bass recorder is [MASK] than the sound of vibraphone,lower
sub-great bass recorder,glockenspiel,The sound of sub-great bass recorder is [MASK] than the sound of glockenspiel,lower
sub-great bass recorder,crotales,The sound of sub-great bass recorder is [MASK] than the sound of crotales,lower
sub-great bass recorder,tubular bells,The sound of sub-great bass recorder is [MASK] than the sound of tubular bells,lower
sub-great bass recorder,gong,The sound of sub-great bass recorder is [MASK] than the sound of gong,lower
contrabass recorder,bass recorder,The sound of contrabass recorder is [MASK] than the sound of bass recorder,lower
contrabass recorder,tenor recorder,The sound of contrabass recorder is [MASK] than the sound of tenor recorder,lower
contrabass recorder,alto recorder,The sound of contrabass recorder is [MASK] than the sound of alto recorder,lower
contrabass recorder,soprano recorder,The sound of contrabass recorder is [MASK] than the sound of soprano recorder,lower
contrabass recorder,sopranino recorder,The sound of contrabass recorder is [MASK] than the sound of sopranino recorder,lower
contrabass recorder,garklein recorder,The sound of contrabass recorder is [MASK] than the sound of garklein recorder,lower
contrabass recorder,subcontrabass tuba,The sound of contrabass recorder is [MASK] than the sound of subcontrabass tuba,higher
contrabass recorder,contrabass trombone,The sound of contrabass recorder is [MASK] than the sound of contrabass trombone,higher
contrabass recorder,alto trombone,The sound of contrabass recorder is [MASK] than the sound of alto trombone,lower
contrabass recorder,soprano trombone,The sound of contrabass recorder is [MASK] than the sound of soprano trombone,lower
contrabass recorder,sopranino trombone,The sound of contrabass recorder is [MASK] than the sound of sopranino trombone,lower
contrabass recorder,piccolo trombone,The sound of contrabass recorder is [MASK] than the sound of piccolo trombone,lower
contrabass recorder,alto horn,The sound of contrabass recorder is [MASK] than the sound of alto horn,lower
contrabass recorder,flugelhorn,The sound of contrabass recorder is [MASK] than the sound of flugelhorn,lower
contrabass recorder,cornet,The sound of contrabass recorder is [MASK] than the sound of cornet,lower
contrabass recorder,trumpet,The sound of contrabass recorder is [MASK] than the sound of trumpet,lower
contrabass recorder,piccolo trumpet,The sound of contrabass recorder is [MASK] than the sound of piccolo trumpet,lower
contrabass recorder,timpani 32inch,The sound of contrabass recorder is [MASK] than the sound of timpani 32inch,higher
contrabass recorder,timpani 29inch,The sound of contrabass recorder is [MASK] than the sound of timpani 29inch,higher
contrabass recorder,timpani 26inch,The sound of contrabass recorder is [MASK] than the sound of timpani 26inch,higher
contrabass recorder,timpani 23inch,The sound of contrabass recorder is [MASK] than the sound of timpani 23inch,higher
contrabass recorder,marimba,The sound of contrabass recorder is [MASK] than the sound of marimba,lower
contrabass recorder,xylophone,The sound of contrabass recorder is [MASK] than the sound of xylophone,lower
contrabass recorder,celesta,The sound of contrabass recorder is [MASK] than the sound of celesta,lower
contrabass recorder,vibraphone,The sound of contrabass recorder is [MASK] than the sound of vibraphone,lower
contrabass recorder,glockenspiel,The sound of contrabass recorder is [MASK] than the sound of glockenspiel,lower
contrabass recorder,crotales,The sound of contrabass recorder is [MASK] than the sound of crotales,lower
great bass recorder,tenor recorder,The sound of great bass recorder is [MASK] than the sound of tenor recorder,lower
great bass recorder,alto recorder,The sound of great bass recorder is [MASK] than the sound of alto recorder,lower
great bass recorder,soprano recorder,The sound of great bass recorder is [MASK] than the sound of soprano recorder,lower
great bass recorder,sopranino recorder,The sound of great bass recorder is [MASK] than the sound of sopranino recorder,lower
great bass recorder,garklein recorder,The sound of great bass recorder is [MASK] than the sound of garklein recorder,lower
great bass recorder,subcontrabass tuba,The sound of great bass recorder is [MASK] than the sound of subcontrabass tuba,higher
great bass recorder,contrabass tuba,The sound of great bass recorder is [MASK] than the sound of contrabass tuba,higher
great bass recorder,bass tuba,The sound of great bass recorder is [MASK] than the sound of bass tuba,higher
great bass recorder,contrabass trombone,The sound of great bass recorder is [MASK] than the sound of contrabass trombone,higher
great bass recorder,bass trombone,The sound of great bass recorder is [MASK] than the sound of bass trombone,higher
great bass recorder,sopranino trombone,The sound of great bass recorder is [MASK] than the sound of sopranino trombone,lower
great bass recorder,piccolo trombone,The sound of great bass recorder is [MASK] than the sound of piccolo trombone,lower
great bass recorder,cimbasso,The sound of great bass recorder is [MASK] than the sound of cimbasso,higher
great bass recorder,bass wagner tuba,The sound of great bass recorder is [MASK] than the sound of bass wagner tuba,higher
great bass recorder,piccolo trumpet,The sound of great bass recorder is [MASK] than the sound of piccolo trumpet,lower
great bass recorder,timpani 32inch,The sound of great bass recorder is [MASK] than the sound of timpani 32inch,higher
great bass recorder,timpani 29inch,The sound of great bass recorder is [MASK] than the sound of timpani 29inch,higher
great bass recorder,timpani 26inch,The sound of great bass recorder is [MASK] than the sound of timpani 26inch,higher
great bass recorder,timpani 23inch,The sound of great bass recorder is [MASK] than the sound of timpani 23inch,higher
great bass recorder,timpani 20inch,The sound of great bass recorder is [MASK] than the sound of timpani 20inch,higher
great bass recorder,marimba,The sound of great bass recorder is [MASK] than the sound of marimba,lower
great bass recorder,xylophone,The sound of great bass recorder is [MASK] than the sound of xylophone,lower
great bass recorder,celesta,The sound of great bass recorder is [MASK] than the sound of celesta,lower
great bass recorder,glockenspiel,The sound of great bass recorder is [MASK] than the sound of glockenspiel,lower
great bass recorder,crotales,The sound of great bass recorder is [MASK] than the sound of crotales,lower
bass recorder,tenor recorder,The sound of bass recorder is [MASK] than the sound of tenor recorder,lower
bass recorder,alto recorder,The sound of bass recorder is [MASK] than the sound of alto recorder,lower
bass recorder,soprano recorder,The sound of bass recorder is [MASK] than the sound of soprano recorder,lower
bass recorder,sopranino recorder,The sound of bass recorder is [MASK] than the sound of sopranino recorder,lower
bass recorder,garklein recorder,The sound of bass recorder is [MASK] than the sound of garklein recorder,lower
bass recorder,subcontrabass tuba,The sound of bass recorder is [MASK] than the sound of subcontrabass tuba,higher
bass recorder,contrabass tuba,The sound of bass recorder is [MASK] than the sound of contrabass tuba,higher
bass recorder,bass tuba,The sound of bass recorder is [MASK] than the sound of bass tuba,higher
bass recorder,contrabass trombone,The sound of bass recorder is [MASK] than the sound of contrabass trombone,higher
bass recorder,bass trombone,The sound of bass recorder is [MASK] than the sound of bass trombone,higher
bass recorder,sopranino trombone,The sound of bass recorder is [MASK] than the sound of sopranino trombone,lower
bass recorder,piccolo trombone,The sound of bass recorder is [MASK] than the sound of piccolo trombone,lower
bass recorder,cimbasso,The sound of bass recorder is [MASK] than the sound of cimbasso,higher
bass recorder,bass wagner tuba,The sound of bass recorder is [MASK] than the sound of bass wagner tuba,higher
bass recorder,piccolo trumpet,The sound of bass recorder is [MASK] than the sound of piccolo trumpet,lower
bass recorder,timpani 32inch,The sound of bass recorder is [MASK] than the sound of timpani 32inch,higher
bass recorder,timpani 29inch,The sound of bass recorder is [MASK] than the sound of timpani 29inch,higher
bass recorder,timpani 26inch,The sound of bass recorder is [MASK] than the sound of timpani 26inch,higher
bass recorder,timpani 23inch,The sound of bass recorder is [MASK] than the sound of timpani 23inch,higher
bass recorder,timpani 20inch,The sound of bass recorder is [MASK] than the sound of timpani 20inch,higher
bass recorder,marimba,The sound of bass recorder is [MASK] than the sound of marimba,lower
bass recorder,xylophone,The sound of bass recorder is [MASK] than the sound of xylophone,lower
bass recorder,celesta,The sound of bass recorder is [MASK] than the sound of celesta,lower
bass recorder,glockenspiel,The sound of bass recorder is [MASK] than the sound of glockenspiel,lower
bass recorder,crotales,The sound of bass recorder is [MASK] than the sound of crotales,lower
tenor recorder,soprano recorder,The sound of tenor recorder is [MASK] than the sound of soprano recorder,lower
tenor recorder,sopranino recorder,The sound of tenor recorder is [MASK] than the sound of sopranino recorder,lower
tenor recorder,garklein recorder,The sound of tenor recorder is [MASK] than the sound of garklein recorder,lower
tenor recorder,subcontrabass tuba,The sound of tenor recorder is [MASK] than the sound of subcontrabass tuba,higher
tenor recorder,contrabass tuba,The sound of tenor recorder is [MASK] than the sound of contrabass tuba,higher
tenor recorder,bass tuba,The sound of tenor recorder is [MASK] than the sound of bass tuba,higher
tenor recorder,euphonium,The sound of tenor recorder is [MASK] than the sound of euphonium,higher
tenor recorder,contrabass trombone,The sound of tenor recorder is [MASK] than the sound of contrabass trombone,higher
tenor recorder,bass trombone,The sound of tenor recorder is [MASK] than the sound of bass trombone,higher
tenor recorder,tenor trombone,The sound of tenor recorder is [MASK] than the sound of tenor trombone,higher
tenor recorder,piccolo trombone,The sound of tenor recorder is [MASK] than the sound of piccolo trombone,lower
tenor recorder,cimbasso,The sound of tenor recorder is [MASK] than the sound of cimbasso,higher
tenor recorder,french horn,The sound of tenor recorder is [MASK] than the sound of french horn,higher
tenor recorder,baritone horn,The sound of tenor recorder is [MASK] than the sound of baritone horn,higher
tenor recorder,alto horn,The sound of tenor recorder is [MASK] than the sound of alto horn,higher
tenor recorder,bass wagner tuba,The sound of tenor recorder is [MASK] than the sound of bass wagner tuba,higher
tenor recorder,tenor wagner tuba,The sound of tenor recorder is [MASK] than the sound of tenor wagner tuba,higher
tenor recorder,bass trumpet,The sound of tenor recorder is [MASK] than the sound of bass trumpet,higher
tenor recorder,piccolo trumpet,The sound of tenor recorder is [MASK] than the sound of piccolo trumpet,lower
